Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
873.0316644803322,0.02224336060129049,-1.000132719292021,-26.41821431185167
900.2504124122673,0.02123881367127146,-1.086304173838261,-27.49105481432674
928.3177667225555,0.02068190307915653,-1.183159937388653,-28.6224919503608
957.260184645277,0.02016096565683861,-1.289441161371024,-29.8160671173022
987.1049482789613,0.01896066476333229,-1.40887848787178,-31.0828913107618
1017.880190303618,0.01772605310436137,-1.541125513529179,-32.42428140661124
1049.614920499545,0.01716241578550881,-1.69068317383486,-33.84248455074455
1082.339053092928,0.01565553389363945,-1.858387584784602,-35.35430968229967
1116.083434953993,0.01525790587799163,-2.048348275521273,-36.95680555151469
1150.879874674314,0.01427451886850728,-2.263151051438674,-38.65842665449939
1186.761172550656,0.01356540840820135,-2.506509028247671,-40.46411057153715
1223.761151503644,0.01239337052412911,-2.786224807590567,-42.39127069075229
1261.914688960387,0.01145185098930045,-3.106092177367356,-44.43096436615242
1301.257749731115,0.0111041764398169,-3.474541876167033,-46.60647261937257
1341.827419910822,0.009954105178112301,-3.902619126200781,-48.90882830298514
1383.661941837873,0.009111770923477643,-4.40004272648997,-51.34411724569951
1426.800750142513,0.008402896519201973,-4.983312392789057,-53.90526718110092
1471.284508919283,0.008027526636706138,-5.672232121392627,-56.60046935699012
1517.155150058367,0.007509598861841355,-6.484174253136521,-59.38124008882418
1564.455912772005,0.006974749336993547,-7.470641462270882,-62.2381768581981
1613.231384353227,0.007068055019179566,-8.674628152130955,-65.10988391088853
1663.527542205342,0.006608379386066893,-10.17690917624472,-67.87694136479982
1715.391797181788,0.005664312806712362,-12.11054024909842,-70.17572246826046
1768.8730382772,0.005836329038805614,-14.70278883492435,-71.66634367184585
1824.021678711819,0.005582292949357404,-18.5073613565369,-70.97608805973505
1880.889703452704,0.004575370519587189,-25.19358892775237,-59.60676047429676
1939.530718216499,0.004851533761731345,-30.02541955816396,35.90511501135747
2000,0.004125253523323161,-20.95709397881294,68.82814829141275
2062.354549186111,0.004886559471210751,-16.27119065689507,72.06660283598751
2126.653143274322,0.003474907395101448,-13.30762799732248,71.1138055650823
2192.95639228637,0.003768718436721805,-11.18397692789749,68.74151903909944
2261.326795899277,0.002491366735380498,-9.556975902709027,66.19365426797583
2331.828802359663,0.001785508867042695,-8.263296833983889,63.55380982435496
2404.528869234826,0.001000704912485802,-7.20770734544272,60.89452093197853
2479.495526057888,-0.0001468681030752085,-6.333443424904249,58.30389604945024
2556.799438926048,-0.001025937120846718,-5.59530638631847,55.74724411628759
2636.513477112815,-0.001416506046478518,-4.96904346392962,53.30577637497777
2718.712781757051,-0.004364410669424902,-4.430988216349791,50.98528706298777
2803.47483669354,-0.00550777701916548,-3.969324104510768,48.76385786506066
2890.879541491854,-0.006703088444555911,-3.564901481971283,46.64283291892741
2981.009286772392,-0.008031211914369014,-3.21481603587386,44.63571181676836
3073.949031870544,-0.008324917842968644,-2.905653816146605,42.7334813862617
3169.786384922227,-0.01087909010218168,-2.632607806661712,40.93648211227927
3268.611685446275,-0.01271821623468497,-2.392926958581134,39.22916382324325
3370.518089501502,-0.01529857794238495,-2.177826317542673,37.60933319096463
3475.601657498751,-0.01620286843936693,-1.987447340481378,36.08057944550616
3583.961444750668,-0.01784658173532054,-1.816726602635715,34.63536864069235
3695.699594844581,-0.01968708126517675,-1.66467256171379,33.2455881594883
3810.921435926495,-0.02192453214711978,-1.52552379849289,31.95578289679838
3929.735579986934,-0.0232062766581186,-1.40249398718959,30.71115402260131
4052.254025242287,-0.02699191635857892,-1.28877043927753,29.53319237413029
4178.59226170808,-0.02953571369013066,-1.185803722638866,28.42006406517945
4308.869380063767,-0.03146067899150634,-1.092355676081326,27.3600685213328
4443.208183911624,-0.03499585271106296,-1.008020742617124,26.3471118376045
4581.735305535547,-0.03625886853751591,-0.9299268297614655,25.37585215899355
4724.581325268923,-0.03994580853224119,-0.8583561395695123,24.45999658753216
4871.880894584054,-0.04491865178149894,-0.7915335697545465,23.5734917143545
5023.77286301916,-0.04414699686680018,-0.731988581924205,22.74493057118028
5180.400409062648,-0.04656347271923106,-0.6750611962419393,21.93291908394792
5341.911175117971,-0.04913220860670291,-0.6236169139214193,21.16489878208611
5508.457406676333,-0.05238818586886688,-0.5734857294666742,20.43307181246271
5680.196095828431,-0.05550417024132216,-0.5281170842667603,19.72349937575163
5857.289129250471,-0.05850090854265994,-0.4845190693383944,19.04799381356719
6039.903440804032,-0.06170772777579182,-0.4432820457006517,18.40405586276549
6228.211168893519,-0.06400636000190749,-0.4060667713414817,17.78783605031351
6422.389818729645,-0.06432973251717061,-0.3693551298908718,17.18838238703498
6622.622429651822,-0.06781188687230125,-0.3314695705147747,16.62743622943166
6829.097747667205,-0.06910123254583203,-0.296256735655642,16.08626079411589
7042.010403369038,-0.07068517033043598,-0.2627426052312573,15.56428160641245
7261.561095402029,-0.07408796289639984,-0.2266179663049021,15.06751668943343
7487.956779647621,-0.08432431295843547,-0.1856312741040504,14.64384329246197
7721.410864307626,-0.08733073360212047,-0.1571408246299981,14.19531292632672
7962.143411069947,-0.0804919669290016,-0.1343918033505513,13.71722381066836
8210.381342546158,-0.08155397854000029,-0.1117762066687139,13.27029253933034
8466.358656176419,-0.08726440215612781,-0.09119169886649225,12.83404894164816
8730.316644803317,-0.09489867575039278,-0.07215948922285871,12.40583603943344
9002.504124122674,-0.08774626350583445,-0.05409882607618198,11.9970999962588
9283.17766722556,-0.08928261471268224,-0.03861196706359982,11.59973414211234
9572.601846452764,-0.1024971197590827,-0.02461955492806378,11.20696593325127
9871.049482789613,-0.09276932446314176,-0.01037279746262663,10.84146270087848
10178.80190303618,-0.09677524936082198,0.001575773945939728,10.4778313712428
10496.14920499545,-0.09694710898405592,0.01293204601285606,10.12175006780521
10823.39053092927,-0.09621100946558826,0.02403120086327429,9.774562512661532
11160.83434953993,-0.1083037087615019,0.03330573137451513,9.438188484294471
11508.79874674314,-0.09891986498082223,0.04475510321575504,9.118177024395237
11867.61172550656,-0.1117126814906728,0.05210347863122212,8.805759687974216
12237.61151503644,-0.1001432906965268,0.06158956733708698,8.504009149935825
12619.14688960387,-0.1127491978813544,0.07062494012598784,8.206814896918878
13012.57749731114,-0.1035395429977579,0.07763344852990003,7.911142051826962
13418.27419910822,-0.1177627091801477,0.0834188234886535,7.631213411909059
13836.61941837873,-0.1047604581257999,0.09108191959725286,7.355393610560675
14268.00750142512,-0.1089417120193221,0.09854426144868256,7.093545959685272
14712.84508919283,-0.10677041240438,0.1033791076499026,6.827135232329955
15171.55150058367,-0.1068626839979304,0.1102337367646505,6.578753958761155
15644.55912772005,-0.1088217916542941,0.1163600063446118,6.331252606453219
16132.31384353227,-0.1089545741459509,0.1213776404068683,6.088192651573991
16635.27542205342,-0.110740071224177,0.1245389508511152,5.857058407039393
17153.91797181788,-0.1091451626481272,0.1284821907009405,5.627374921103979
17688.730382772,-0.1135016058027087,0.1334449329016454,5.402096256777781
18240.21678711819,-0.1178355543222984,0.1366043894258229,5.172488037072554
18808.89703452704,-0.1102193535223262,0.1419006768153949,4.971887307149899
19395.30718216498,-0.1230473639930683,0.1452095570609772,4.754764268442813
20000,-0.1130662195735005,0.1467832496073217,4.553100451229966
