Frequency (Hz),Trace 3 (VHz),Phase (deg)
0,0.0003747171993182028,59.01031126961493
2.686406525088028,0.0002951303744265716,69.41823124251832
5.372813050176056,0.0003175458657927857,23.73949173220416
8.059219575264084,0.00081623602199655,45.85337192651384
10.74562610035211,0.0004300466913105175,88.59292548914742
13.43203262544014,0.001431233995612661,64.83031922201883
16.11843915052817,0.000158516303716099,105.0354573894048
18.8048456756162,0.0001643406274685181,125.6124922107198
21.49125220070422,0.000719078702702732,119.0577216836755
24.17765872579225,0.000676726162744304,161.507470718966
26.86406525088028,0.001393388449591404,99.97100707324178
29.55047177596831,0.0004552938767216222,136.4432890658629
32.23687830105634,0.0006267233245574103,57.23294085215895
34.92328482614437,0.0006994328316900913,113.6111747071813
37.60969135123239,0.001001163729578518,60.3460321520327
40.29609787632042,0.0004810929612387342,4.503862764701936
42.98250440140845,0.001229160005961377,134.4308679960186
45.66891092649648,0.0003070246976414327,52.7934775835835
48.3553174515845,0.0006650098433359837,29.91483806816043
51.04172397667253,0.0007044291849610128,78.26025624622152
53.72813050176056,0.001871532574545389,96.80160813705288
56.41453702684859,0.0004763904237633295,94.17052636132146
59.10094355193662,0.002478050187112301,167.152235033463
61.78735007702464,0.0005887619735006382,35.38754653571666
64.47375660211267,0.0001610086718130954,149.8289226461
67.1601631272007,0.001757747404758369,168.5497475630934
69.84656965228874,0.0004758871286367106,165.7604831757783
72.53297617737675,0.001193713290059475,85.08454504992898
75.21938270246478,0.0005458140347220465,151.6607944954038
77.90578922755282,0.0006205402158247395,6.92927002882255
80.59219575264083,0.0010049097082736,79.00312123613143
83.27860227772887,0.0004755989347739615,167.4225639757749
85.9650088028169,0.00106015106069616,157.7324689285273
88.65141532790493,0.0005471555082650323,164.6877095403897
91.33782185299296,0.0009609608102253668,30.57958412227993
94.02422837808098,0.0002822181836098518,34.80662544706822
96.71063490316901,0.0009233907044260166,57.63304420322773
99.39704142825704,0.001198277152486931,75.06366918521994
102.0834479533451,0.00329971627281663,93.37992364999093
104.7698544784331,0.0006632612826967481,158.7394679188285
107.4562610035211,0.0008450312686038967,171.3825784720387
110.1426675286092,0.0005779430237303065,82.93455545438488
112.8290740536972,0.0005541400723494864,52.56796433055298
115.5154805787852,0.0007569595794229772,177.7709329700236
118.2018871038732,0.0003775898136271857,128.2473648387802
120.8882936289613,0.0004758879775270916,58.35748211168696
123.5747001540493,0.001536023060305298,76.06966626990379
126.2611066791373,0.0004037988417811946,32.35669122550483
128.9475132042253,0.00257169346087917,35.73961725540685
131.6339197293134,0.002387156338624732,117.0616716097299
134.3203262544014,0.004308813852565666,178.4390618189181
137.0067327794894,0.004422257657261021,68.53741292082056
139.6931393045775,0.01107829303608423,126.8883092005276
142.3795458296655,0.0103643089870622,15.40415329306437
145.0659523547535,0.006059677372991138,116.4708221803573
147.7523588798416,0.00279581440592173,45.45318799674902
150.4387654049296,0.002148427508313149,63.01404511811246
153.1251719300176,0.002252196121253854,41.84785112311211
155.8115784551056,0.002052369006042305,104.3426368820006
158.4979849801936,0.0008976239302187643,60.04329068621082
161.1843915052817,0.0003435227303456108,21.34659819134726
163.8707980303697,0.0008114760001538649,88.03439522758512
166.5572045554577,0.0006603397587385619,87.92091360648872
169.2436110805458,0.001196357185683854,8.404789477883071
171.9300176056338,0.002070676656700608,100.9965414676423
174.6164241307218,0.0005190033572308477,67.6356364278118
177.3028306558099,0.001127891416057759,174.745256172858
179.9892371808979,0.0001445087070870756,30.04502202965139
182.6756437059859,0.0005591776843020659,141.6620370037686
185.3620502310739,0.0008615761849376752,126.6124334360213
188.048456756162,0.0006982840240267201,45.01057797335309
190.73486328125,0.0005900135040147116,1.178030974805486
193.421269806338,0.0007467118297054431,65.44246214607493
196.107676331426,0.0006483848249293427,39.36992479289447
198.7940828565141,0.0006849324535276836,129.814736966332
201.4804893816021,0.001644110895791288,138.8919706997734
204.1668959066901,0.001287711548576785,49.45637839642373
206.8533024317782,0.001241382761426325,30.80348650181368
209.5397089568662,0.0008279393420403845,152.0346919850645
212.2261154819542,0.00077733757083244,163.4974792092522
214.9125220070422,0.0007664569881969331,107.6680236355637
217.5989285321303,0.0008348096336836364,84.6259331575674
220.2853350572183,0.00117781606615431,22.38333550240453
222.9717415823063,0.0012839105591143,89.17940530324884
225.6581481073944,0.001628685234357099,18.07393992899102
228.3445546324824,0.001872789739710435,137.7048181731197
231.0309611575704,0.001662501823941682,130.4804823703292
233.7173676826584,0.001602018897754816,85.94690631470034
236.4037742077465,0.001415947663722791,91.26391188231635
239.0901807328345,0.001492547719963157,4.63310589038952
241.7765872579225,0.001245317613353958,83.52924534681355
244.4629937830105,0.001335369334319819,16.93256799773396
247.1494003080986,0.002867295271444687,39.99383505176992
249.8358068331866,0.00310489183176508,128.0083607179788
252.5222133582746,0.0009532320653524412,9.618908059041175
255.2086198833627,0.001976704681787427,78.86567641547408
257.8950264084507,0.007804743288184264,39.46436457747784
260.5814329335387,0.00402235392092548,64.34189210016828
263.2678394586267,0.002148330152243249,162.9742256702628
265.9542459837148,0.002755500729415617,132.4413150941872
